epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,44.3485,0.8169,1.37878,1.15245,0.83746,0.65,0.85294,0.63661,1.61813,1.16573,1.34815,2.46022e-05,2.46022e-05,2.46022e-05
31,45.695,0.91971,1.47872,1.29831,0.83213,0.65,0.85263,0.61578,1.61993,1.20182,1.35303,2.50971e-05,2.50971e-05,2.50971e-05
32,47.1891,0.99626,1.40887,1.26976,0.83213,0.65,0.85263,0.61578,1.61993,1.20182,1.35303,2.55685e-05,2.55685e-05,2.55685e-05
33,48.6276,0.87674,1.59968,1.32081,0.8074,0.65,0.85002,0.61502,1.5956,1.22452,1.34381,2.60163e-05,2.60163e-05,2.60163e-05
34,49.9366,0.757,1.43464,1.24181,0.8074,0.65,0.85002,0.61502,1.5956,1.22452,1.34381,2.64405e-05,2.64405e-05,2.64405e-05
35,51.4355,0.92402,1.45588,1.19378,0.80586,0.65,0.84972,0.61419,1.59464,1.25095,1.34089,2.68412e-05,2.68412e-05,2.68412e-05
36,52.8498,0.75835,1.41011,1.14927,0.80586,0.65,0.84972,0.61419,1.59464,1.25095,1.34089,2.72183e-05,2.72183e-05,2.72183e-05
37,54.2958,0.91327,1.32555,1.36389,0.79233,0.65,0.84639,0.59651,1.61696,1.29246,1.35546,2.75718e-05,2.75718e-05,2.75718e-05
38,55.6533,0.99701,1.69038,1.3241,0.79233,0.65,0.84639,0.59651,1.61696,1.29246,1.35546,2.79018e-05,2.79018e-05,2.79018e-05
39,57.1138,1.00485,2.12,1.41268,0.788,0.65,0.76393,0.52132,1.65375,1.35191,1.38594,2.82082e-05,2.82082e-05,2.82082e-05
40,58.4248,1.05244,1.14043,1.46831,0.788,0.65,0.76393,0.52132,1.65375,1.35191,1.38594,2.84911e-05,2.84911e-05,2.84911e-05
41,59.894,0.81498,1.27674,1.17298,0.77611,0.65,0.76365,0.521,1.64903,1.40118,1.38194,2.87504e-05,2.87504e-05,2.87504e-05
42,61.4568,0.90903,1.29613,1.28278,0.77611,0.65,0.76365,0.521,1.64903,1.40118,1.38194,2.89861e-05,2.89861e-05,2.89861e-05
43,62.8215,0.54459,2.58172,1.114,0.67757,0.7,0.7104,0.47145,1.66705,1.47202,1.39214,2.91983e-05,2.91983e-05,2.91983e-05
44,64.2808,0.89058,1.07613,1.25287,0.67757,0.7,0.7104,0.47145,1.66705,1.47202,1.39214,2.93869e-05,2.93869e-05,2.93869e-05
45,65.6699,0.62469,0.91172,1.13369,0.57649,0.56296,0.61814,0.39716,1.68411,1.54471,1.39563,2.9552e-05,2.9552e-05,2.9552e-05
46,67.4842,0.93229,1.30794,1.40765,0.57649,0.56296,0.61814,0.39716,1.68411,1.54471,1.39563,2.96935e-05,2.96935e-05,2.96935e-05
47,70.4767,0.86759,0.86646,1.13865,0.79223,0.48333,0.58497,0.35642,1.68138,1.57915,1.3993,2.98114e-05,2.98114e-05,2.98114e-05
48,71.9542,0.75431,1.12043,1.13274,0.79223,0.48333,0.58497,0.35642,1.68138,1.57915,1.3993,2.99058e-05,2.99058e-05,2.99058e-05
49,73.338,0.95925,1.18858,1.2881,0.79522,0.48333,0.54151,0.32126,1.68634,1.6394,1.39958,2.99766e-05,2.99766e-05,2.99766e-05
50,74.7918,0.80587,0.8844,1.17591,0.79522,0.48333,0.54151,0.32126,1.68634,1.6394,1.39958,3.00238e-05,3.00238e-05,3.00238e-05
51,76.1819,0.76174,1.031,1.15623,0.79983,0.48333,0.53373,0.28848,1.72223,1.68013,1.4201,3.00475e-05,3.00475e-05,3.00475e-05
52,77.6552,0.8178,0.92555,1.16755,0.79983,0.48333,0.53373,0.28848,1.72223,1.68013,1.4201,3.00476e-05,3.00476e-05,3.00476e-05
53,79.6858,0.66365,0.77702,1.1864,0.79983,0.48333,0.53373,0.28848,1.72223,1.68013,1.4201,3.00242e-05,3.00242e-05,3.00242e-05
54,81.9868,0.8311,1.17567,1.23561,0.80967,0.48333,0.51401,0.26968,1.71973,1.7401,1.42431,2.99772e-05,2.99772e-05,2.99772e-05
55,83.3425,0.84589,0.77968,1.14675,0.80967,0.48333,0.51401,0.26968,1.71973,1.7401,1.42431,2.99066e-05,2.99066e-05,2.99066e-05
56,84.8148,0.70157,1.02512,1.104,0.80967,0.48333,0.51401,0.26968,1.71973,1.7401,1.42431,2.98125e-05,2.98125e-05,2.98125e-05
57,86.2477,0.64518,0.86235,1.06165,0.81081,0.48333,0.51659,0.27323,1.71243,1.72751,1.41902,2.96948e-05,2.96948e-05,2.96948e-05
58,87.6984,0.71762,0.73456,1.15556,0.81081,0.48333,0.51659,0.27323,1.71243,1.72751,1.41902,2.95535e-05,2.95535e-05,2.95535e-05
59,89.0975,0.85195,1.00513,1.23022,0.81081,0.48333,0.51659,0.27323,1.71243,1.72751,1.41902,2.93887e-05,2.93887e-05,2.93887e-05
60,91.5282,0.91116,1.1349,1.34483,0.81466,0.48333,0.5076,0.26714,1.72269,1.79058,1.42282,2.92003e-05,2.92003e-05,2.92003e-05
61,93.8287,0.6192,0.81495,1.08075,0.81466,0.48333,0.5076,0.26714,1.72269,1.79058,1.42282,2.89884e-05,2.89884e-05,2.89884e-05
62,96.0352,0.64209,0.72713,1.10568,0.81466,0.48333,0.5076,0.26714,1.72269,1.79058,1.42282,2.87529e-05,2.87529e-05,2.87529e-05
63,97.3235,1.35272,1.64784,1.78041,0.83417,0.48333,0.50773,0.26801,1.69476,1.86358,1.41758,2.84938e-05,2.84938e-05,2.84938e-05
64,98.1583,0.77459,0.9584,1.13788,0.83417,0.48333,0.50773,0.26801,1.69476,1.86358,1.41758,2.82112e-05,2.82112e-05,2.82112e-05
65,98.9585,0.86613,0.71137,1.15566,0.83417,0.48333,0.50773,0.26801,1.69476,1.86358,1.41758,2.7905e-05,2.7905e-05,2.7905e-05
66,99.9,0.71093,0.70206,1.15616,0.83558,0.48323,0.50627,0.26441,1.73538,1.93154,1.4482,2.75753e-05,2.75753e-05,2.75753e-05
67,100.708,0.69148,0.59883,1.04565,0.83558,0.48323,0.50627,0.26441,1.73538,1.93154,1.4482,2.7222e-05,2.7222e-05,2.7222e-05
68,101.548,0.90253,1.00769,1.24939,0.83558,0.48323,0.50627,0.26441,1.73538,1.93154,1.4482,2.68451e-05,2.68451e-05,2.68451e-05
69,102.398,0.71525,0.72578,1.14731,0.85128,0.48012,0.5076,0.2618,1.73692,1.98104,1.4476,2.64447e-05,2.64447e-05,2.64447e-05
70,103.346,0.99021,1.25768,1.40377,0.85128,0.48012,0.5076,0.2618,1.73692,1.98104,1.4476,2.60207e-05,2.60207e-05,2.60207e-05
71,104.358,0.61039,0.65716,1.01835,0.85128,0.48012,0.5076,0.2618,1.73692,1.98104,1.4476,2.55731e-05,2.55731e-05,2.55731e-05
72,105.277,0.80212,0.61198,1.03117,0.851,0.47991,0.50473,0.26346,1.73462,2.02447,1.44537,2.5102e-05,2.5102e-05,2.5102e-05
73,106.133,0.72354,0.8546,1.1346,0.851,0.47991,0.50473,0.26346,1.73462,2.02447,1.44537,2.46073e-05,2.46073e-05,2.46073e-05
74,106.953,0.75377,0.74419,1.14655,0.851,0.47991,0.50473,0.26346,1.73462,2.02447,1.44537,2.40891e-05,2.40891e-05,2.40891e-05
75,107.908,0.84535,0.72703,1.30843,0.86418,0.47804,0.50603,0.25186,1.78888,2.13655,1.50498,2.35472e-05,2.35472e-05,2.35472e-05
76,108.711,0.71073,0.68874,1.09448,0.86418,0.47804,0.50603,0.25186,1.78888,2.13655,1.50498,2.29819e-05,2.29819e-05,2.29819e-05
77,109.556,0.66189,0.69406,1.12935,0.86418,0.47804,0.50603,0.25186,1.78888,2.13655,1.50498,2.23929e-05,2.23929e-05,2.23929e-05
78,110.519,0.84963,1.05854,1.24403,0.86983,0.47608,0.50476,0.25214,1.80762,2.15777,1.51996,2.17805e-05,2.17805e-05,2.17805e-05
79,111.448,0.65292,0.6555,1.03983,0.86983,0.47608,0.50476,0.25214,1.80762,2.15777,1.51996,2.11444e-05,2.11444e-05,2.11444e-05
80,112.487,0.65639,0.59204,0.99432,0.86983,0.47608,0.50476,0.25214,1.80762,2.15777,1.51996,2.04848e-05,2.04848e-05,2.04848e-05
81,113.34,0.69874,0.90876,1.21758,0.8712,0.47503,0.50488,0.25245,1.80701,2.18676,1.52871,1.98016e-05,1.98016e-05,1.98016e-05
82,114.151,0.62779,0.51361,1.08354,0.8712,0.47503,0.50488,0.25245,1.80701,2.18676,1.52871,1.90949e-05,1.90949e-05,1.90949e-05
83,115.062,0.73758,0.90274,1.13338,0.8712,0.47503,0.50488,0.25245,1.80701,2.18676,1.52871,1.83646e-05,1.83646e-05,1.83646e-05
84,115.918,0.48787,0.55216,1.00299,0.86988,0.47071,0.50326,0.26148,1.83943,2.16445,1.52749,1.76107e-05,1.76107e-05,1.76107e-05
85,116.724,0.62866,0.80278,1.04024,0.86988,0.47071,0.50326,0.26148,1.83943,2.16445,1.52749,1.68333e-05,1.68333e-05,1.68333e-05
86,117.555,0.89567,0.93394,1.40214,0.86988,0.47071,0.50326,0.26148,1.83943,2.16445,1.52749,1.60323e-05,1.60323e-05,1.60323e-05
87,118.479,0.89714,0.9155,1.27966,0.86988,0.47071,0.50326,0.26148,1.83943,2.16445,1.52749,1.52077e-05,1.52077e-05,1.52077e-05
88,119.335,0.77523,0.66434,1.20582,0.86616,0.46632,0.49685,0.25935,1.84899,2.18492,1.526,1.43596e-05,1.43596e-05,1.43596e-05
89,120.12,0.89776,0.92674,1.223,0.86616,0.46632,0.49685,0.25935,1.84899,2.18492,1.526,1.34879e-05,1.34879e-05,1.34879e-05
90,121.116,0.71393,0.80057,1.05021,0.86616,0.46632,0.49685,0.25935,1.84899,2.18492,1.526,1.25927e-05,1.25927e-05,1.25927e-05
91,121.948,0.49918,0.57293,1.06882,0.86616,0.46632,0.49685,0.25935,1.84899,2.18492,1.526,1.16739e-05,1.16739e-05,1.16739e-05
92,122.893,0.46944,0.42361,0.86747,0.86165,0.46667,0.49914,0.26687,1.80897,2.16505,1.50185,1.07315e-05,1.07315e-05,1.07315e-05
93,123.715,0.63719,0.51924,1.24291,0.86165,0.46667,0.49914,0.26687,1.80897,2.16505,1.50185,9.76562e-06,9.76562e-06,9.76562e-06
94,124.522,0.6315,0.50116,1.0222,0.86165,0.46667,0.49914,0.26687,1.80897,2.16505,1.50185,8.77613e-06,8.77613e-06,8.77613e-06
95,125.34,0.76042,0.62012,1.31182,0.86165,0.46667,0.49914,0.26687,1.80897,2.16505,1.50185,7.76308e-06,7.76308e-06,7.76308e-06
96,126.304,0.56647,0.58805,1.05599,0.85857,0.47179,0.50382,0.28066,1.74076,2.17661,1.49108,6.72648e-06,6.72648e-06,6.72648e-06
97,127.111,0.45689,0.49661,0.928,0.85857,0.47179,0.50382,0.28066,1.74076,2.17661,1.49108,5.6663e-06,5.6663e-06,5.6663e-06
98,127.902,0.63764,0.52859,1.13156,0.85857,0.47179,0.50382,0.28066,1.74076,2.17661,1.49108,4.58257e-06,4.58257e-06,4.58257e-06
99,128.731,0.50511,0.42127,0.89141,0.85857,0.47179,0.50382,0.28066,1.74076,2.17661,1.49108,3.47528e-06,3.47528e-06,3.47528e-06
100,129.759,0.49448,0.43687,0.94157,0.84224,0.47187,0.5028,0.29081,1.73287,2.0469,1.4409,2.34442e-06,2.34442e-06,2.34442e-06
