epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,62.3209,0.99384,0.87844,1.09965,0.84733,0.73175,0.8076,0.63881,0.89727,0.70316,0.99937,9.5438e-05,9.5438e-05,9.5438e-05
22,65.1864,0.97126,0.84812,1.0853,0.85963,0.73313,0.80889,0.6425,0.8908,0.68847,0.99577,9.42599e-05,9.42599e-05,9.42599e-05
23,68.0686,1.01182,0.89528,1.10671,0.85822,0.73415,0.81086,0.64731,0.88522,0.67553,0.99365,9.30818e-05,9.30818e-05,9.30818e-05
24,70.9241,0.91783,0.8366,1.07364,0.87169,0.73611,0.81172,0.65139,0.877,0.66726,0.9898,9.19037e-05,9.19037e-05,9.19037e-05
25,73.8519,1.00758,0.86845,1.07038,0.86641,0.73464,0.8183,0.65295,0.87276,0.66235,0.98822,9.07256e-05,9.07256e-05,9.07256e-05
26,76.7731,0.97782,0.82632,1.07438,0.86177,0.73563,0.82083,0.65609,0.87361,0.65804,0.98681,8.95475e-05,8.95475e-05,8.95475e-05
27,79.689,0.96947,0.82558,1.07281,0.86851,0.73583,0.82395,0.65518,0.87501,0.65941,0.98586,8.83694e-05,8.83694e-05,8.83694e-05
28,82.5829,0.98636,0.86369,1.08945,0.86807,0.73237,0.82182,0.65686,0.86779,0.656,0.98331,8.71913e-05,8.71913e-05,8.71913e-05
29,85.5916,0.98213,0.8465,1.08211,0.88272,0.72712,0.82624,0.6598,0.85698,0.6457,0.97789,8.60132e-05,8.60132e-05,8.60132e-05
30,88.4826,0.87259,0.77046,1.05761,0.89072,0.72868,0.84064,0.6688,0.84775,0.63501,0.97433,8.48351e-05,8.48351e-05,8.48351e-05
31,91.4,0.91057,0.76649,1.06346,0.87747,0.73744,0.84514,0.67032,0.84208,0.62536,0.97054,8.3657e-05,8.3657e-05,8.3657e-05
32,94.4795,0.97666,0.84622,1.08108,0.89027,0.73193,0.84424,0.67413,0.83517,0.61876,0.9672,8.24789e-05,8.24789e-05,8.24789e-05
33,97.5846,0.93044,0.797,1.07403,0.88932,0.73229,0.84621,0.67375,0.82966,0.61416,0.96339,8.13008e-05,8.13008e-05,8.13008e-05
34,100.498,0.95606,0.80987,1.05091,0.80899,0.78863,0.85363,0.6788,0.823,0.60772,0.96148,8.01227e-05,8.01227e-05,8.01227e-05
35,103.372,0.94121,0.81476,1.05993,0.85554,0.76964,0.85251,0.67798,0.82023,0.60757,0.96126,7.89446e-05,7.89446e-05,7.89446e-05
36,106.397,0.93296,0.79131,1.06581,0.87659,0.76271,0.85833,0.68373,0.8129,0.60274,0.9587,7.77665e-05,7.77665e-05,7.77665e-05
37,109.231,0.94418,0.7888,1.07513,0.88108,0.76639,0.86109,0.68709,0.80906,0.59875,0.95625,7.65884e-05,7.65884e-05,7.65884e-05
38,112.104,0.88947,0.74228,1.04043,0.8828,0.76674,0.86283,0.69278,0.80113,0.59481,0.95317,7.54103e-05,7.54103e-05,7.54103e-05
39,114.962,0.90261,0.77478,1.05536,0.89319,0.76018,0.86063,0.69569,0.79887,0.59068,0.95081,7.42322e-05,7.42322e-05,7.42322e-05
40,117.776,0.88308,0.76073,1.05398,0.86998,0.77469,0.85144,0.6975,0.79655,0.58704,0.9494,7.30541e-05,7.30541e-05,7.30541e-05
41,120.654,0.87214,0.72258,1.02459,0.8671,0.78234,0.85371,0.69678,0.79282,0.58085,0.94832,7.1876e-05,7.1876e-05,7.1876e-05
42,123.496,0.90966,0.76189,1.04797,0.88766,0.77661,0.85514,0.69768,0.79067,0.57569,0.94698,7.06979e-05,7.06979e-05,7.06979e-05
43,126.37,0.94111,0.77431,1.0573,0.89871,0.76969,0.8595,0.70017,0.79071,0.57396,0.9461,6.95198e-05,6.95198e-05,6.95198e-05
44,129.243,0.9135,0.75687,1.07121,0.8912,0.77149,0.85642,0.70162,0.78826,0.57402,0.94581,6.83417e-05,6.83417e-05,6.83417e-05
45,132.178,0.91127,0.74273,1.0371,0.8769,0.78828,0.867,0.69966,0.78376,0.57276,0.94397,6.71636e-05,6.71636e-05,6.71636e-05
46,135.035,0.88042,0.73413,1.02966,0.90268,0.77524,0.86884,0.70119,0.78153,0.57124,0.94341,6.59855e-05,6.59855e-05,6.59855e-05
47,137.875,0.86868,0.74115,1.0432,0.91327,0.77796,0.87079,0.70053,0.78028,0.56751,0.94315,6.48074e-05,6.48074e-05,6.48074e-05
48,140.706,0.88642,0.73694,1.05133,0.90712,0.77929,0.8708,0.70157,0.77826,0.56342,0.94225,6.36293e-05,6.36293e-05,6.36293e-05
49,143.592,0.91453,0.74864,1.03981,0.90343,0.78443,0.86263,0.7006,0.77555,0.56103,0.94179,6.24512e-05,6.24512e-05,6.24512e-05
50,146.473,0.9272,0.72253,1.0469,0.90077,0.78626,0.8661,0.70299,0.77056,0.55967,0.93905,6.12731e-05,6.12731e-05,6.12731e-05
51,149.367,0.88418,0.73636,1.05509,0.88828,0.79722,0.8738,0.70708,0.76725,0.55843,0.93769,6.0095e-05,6.0095e-05,6.0095e-05
52,152.253,0.94429,0.74724,1.06441,0.88736,0.79664,0.87545,0.71062,0.76681,0.55618,0.93669,5.89169e-05,5.89169e-05,5.89169e-05
53,155.112,0.87395,0.70257,1.02758,0.82849,0.84126,0.87441,0.71282,0.76474,0.55531,0.93572,5.77388e-05,5.77388e-05,5.77388e-05
54,158.044,0.89582,0.74345,1.04986,0.85824,0.82309,0.8781,0.71379,0.76425,0.55331,0.93488,5.65607e-05,5.65607e-05,5.65607e-05
55,160.897,0.88434,0.71257,1.03107,0.88364,0.81135,0.87761,0.71434,0.76127,0.55067,0.93327,5.53826e-05,5.53826e-05,5.53826e-05
56,163.731,0.89468,0.72778,1.05843,0.90109,0.80153,0.87684,0.71622,0.75985,0.54602,0.93271,5.42045e-05,5.42045e-05,5.42045e-05
57,166.586,0.85504,0.69916,1.03911,0.90434,0.79733,0.87947,0.72333,0.75612,0.54032,0.93159,5.30264e-05,5.30264e-05,5.30264e-05
58,169.569,0.9143,0.74908,1.04676,0.89829,0.79883,0.87923,0.71845,0.75716,0.53913,0.93147,5.18483e-05,5.18483e-05,5.18483e-05
59,172.418,0.8878,0.71032,1.0222,0.89418,0.80275,0.88139,0.72178,0.75837,0.54068,0.93103,5.06702e-05,5.06702e-05,5.06702e-05
60,175.279,0.89788,0.73095,1.03256,0.88673,0.80774,0.88222,0.72399,0.7567,0.53753,0.93032,4.94921e-05,4.94921e-05,4.94921e-05
61,178.102,0.82425,0.66041,1.02319,0.88217,0.80904,0.88087,0.72229,0.75536,0.53649,0.93002,4.8314e-05,4.8314e-05,4.8314e-05
62,180.972,0.87866,0.72329,1.03757,0.87496,0.81579,0.88184,0.72064,0.75297,0.53532,0.92955,4.71359e-05,4.71359e-05,4.71359e-05
63,183.806,0.87018,0.67651,1.01358,0.86613,0.82562,0.87998,0.72639,0.75127,0.53506,0.92921,4.59578e-05,4.59578e-05,4.59578e-05
64,186.737,0.88949,0.70382,1.01485,0.85645,0.83606,0.88055,0.72751,0.75229,0.53584,0.92966,4.47797e-05,4.47797e-05,4.47797e-05
65,189.586,0.88856,0.72629,1.03193,0.83345,0.84253,0.88244,0.72723,0.75174,0.53507,0.92895,4.36016e-05,4.36016e-05,4.36016e-05
66,192.412,0.89629,0.73028,1.03151,0.84154,0.84132,0.88178,0.7303,0.74975,0.53202,0.92811,4.24235e-05,4.24235e-05,4.24235e-05
67,195.247,0.85322,0.71217,1.03471,0.83707,0.84527,0.87993,0.73102,0.74753,0.53192,0.92708,4.12454e-05,4.12454e-05,4.12454e-05
68,198.102,0.81404,0.67203,1.02374,0.83759,0.84059,0.87988,0.7315,0.74503,0.52832,0.92524,4.00673e-05,4.00673e-05,4.00673e-05
69,200.969,0.86235,0.71743,1.0357,0.83594,0.84662,0.8836,0.72969,0.73878,0.52307,0.923,3.88892e-05,3.88892e-05,3.88892e-05
70,203.92,0.86811,0.70506,1.04127,0.84852,0.84315,0.88539,0.73162,0.73584,0.52107,0.9222,3.77111e-05,3.77111e-05,3.77111e-05
71,206.834,0.88825,0.72901,1.04034,0.84751,0.84373,0.88622,0.73342,0.73185,0.51926,0.92173,3.6533e-05,3.6533e-05,3.6533e-05
72,209.693,0.80754,0.6606,1.02332,0.85764,0.83646,0.88623,0.73251,0.73003,0.51935,0.9216,3.53549e-05,3.53549e-05,3.53549e-05
73,212.61,0.83922,0.66765,1.03445,0.86477,0.83597,0.88892,0.7341,0.72611,0.51844,0.92062,3.41768e-05,3.41768e-05,3.41768e-05
74,215.437,0.8265,0.65572,1.00953,0.86056,0.84365,0.88937,0.7336,0.72414,0.51602,0.91998,3.29987e-05,3.29987e-05,3.29987e-05
75,218.326,0.85819,0.67672,1.02814,0.87195,0.83443,0.8878,0.73603,0.72321,0.51486,0.91915,3.18206e-05,3.18206e-05,3.18206e-05
76,221.188,0.8635,0.67567,1.01661,0.87748,0.82608,0.88539,0.73621,0.72065,0.51274,0.91761,3.06425e-05,3.06425e-05,3.06425e-05
77,224.043,0.81474,0.66627,1.03022,0.87848,0.83007,0.88637,0.73974,0.721,0.51434,0.91707,2.94644e-05,2.94644e-05,2.94644e-05
78,226.941,0.79354,0.66593,1.02348,0.86433,0.8304,0.88496,0.73752,0.71931,0.51434,0.91571,2.82863e-05,2.82863e-05,2.82863e-05
79,229.786,0.80453,0.6408,0.99761,0.87431,0.82983,0.88648,0.73812,0.71779,0.51382,0.91471,2.71082e-05,2.71082e-05,2.71082e-05
80,232.645,0.8494,0.71619,1.03397,0.87696,0.82732,0.88647,0.73892,0.71524,0.51242,0.91364,2.59301e-05,2.59301e-05,2.59301e-05
81,235.51,0.80748,0.63823,1.00432,0.87641,0.82851,0.88688,0.74016,0.71268,0.51012,0.91262,2.4752e-05,2.4752e-05,2.4752e-05
82,238.343,0.84145,0.66555,1.01782,0.8776,0.82812,0.88752,0.74007,0.7109,0.50707,0.91243,2.35739e-05,2.35739e-05,2.35739e-05
83,241.17,0.84511,0.67797,1.02859,0.87743,0.82917,0.88727,0.73933,0.7095,0.50559,0.9119,2.23958e-05,2.23958e-05,2.23958e-05
84,244,0.87827,0.67286,1.01902,0.88135,0.82884,0.88835,0.74001,0.70869,0.50522,0.91137,2.12177e-05,2.12177e-05,2.12177e-05
85,246.901,0.8505,0.65606,1.00566,0.87881,0.83126,0.89051,0.74413,0.70856,0.504,0.91116,2.00396e-05,2.00396e-05,2.00396e-05
86,249.758,0.84599,0.66743,1.02297,0.8891,0.82867,0.8905,0.74414,0.70692,0.50445,0.91043,1.88615e-05,1.88615e-05,1.88615e-05
87,252.653,0.84404,0.66955,1.03621,0.89189,0.829,0.88921,0.74345,0.70612,0.50334,0.91023,1.76834e-05,1.76834e-05,1.76834e-05
88,255.461,0.82869,0.661,1.02041,0.89241,0.8287,0.89116,0.7432,0.70542,0.50352,0.90998,1.65053e-05,1.65053e-05,1.65053e-05
89,258.294,0.86602,0.67925,1.03197,0.89496,0.82973,0.8913,0.74401,0.7036,0.50283,0.90925,1.53272e-05,1.53272e-05,1.53272e-05
90,261.145,0.82831,0.6667,1.01436,0.89224,0.83042,0.89116,0.7448,0.703,0.50402,0.90951,1.41491e-05,1.41491e-05,1.41491e-05
91,264.037,0.85213,0.67371,0.99597,0.90112,0.82858,0.89287,0.74495,0.70593,0.50985,0.91042,1.2971e-05,1.2971e-05,1.2971e-05
92,266.682,0.86183,0.70568,0.99506,0.88678,0.83218,0.8902,0.73793,0.71394,0.51862,0.91243,1.17929e-05,1.17929e-05,1.17929e-05
93,269.327,0.88482,0.71764,1.00105,0.87849,0.82744,0.88813,0.73144,0.72205,0.52404,0.91527,1.06148e-05,1.06148e-05,1.06148e-05
94,271.954,0.82476,0.6442,0.98971,0.88269,0.81968,0.88662,0.73005,0.72713,0.52722,0.91655,9.4367e-06,9.4367e-06,9.4367e-06
95,274.6,0.8596,0.68311,0.98713,0.88449,0.81715,0.88582,0.72637,0.73193,0.53029,0.91793,8.2586e-06,8.2586e-06,8.2586e-06
96,277.402,0.80339,0.63326,0.97406,0.88517,0.81711,0.8854,0.7265,0.73307,0.53046,0.91874,7.0805e-06,7.0805e-06,7.0805e-06
97,280.057,0.80418,0.62321,0.96707,0.8866,0.81609,0.88518,0.7259,0.73671,0.53277,0.91979,5.9024e-06,5.9024e-06,5.9024e-06
98,282.708,0.79955,0.61519,0.97731,0.889,0.80992,0.88367,0.72578,0.73943,0.5342,0.92061,4.7243e-06,4.7243e-06,4.7243e-06
99,285.363,0.80705,0.62053,0.96949,0.88807,0.81194,0.88383,0.7264,0.74051,0.53477,0.92098,3.5462e-06,3.5462e-06,3.5462e-06
100,288.027,0.80277,0.63354,0.95854,0.88705,0.81046,0.88329,0.72611,0.74312,0.53799,0.92203,2.3681e-06,2.3681e-06,2.3681e-06
